,name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,worst_grade,mean_grade,count_grade_0,count_grade_1,count_grade_2,count_grade_3,has_summary,weighted_score,priority
633,Maschmanns - Bakeri og pizzeria,997640144,Karenslyst Allè 51,0278,OSLO,4.5,2.0,285.0,6,0.25,8,1,0,1,2,0.75,4,2,2,0,1,2.5,1
634,Mat & Mer,996120813,Bergensgata 2,0468,OSLO,4.4,2.0,227.0,4,0.2,5,1,1,1,2,0.8,2,2,1,0,0,2.0,1
635,Matcha Cafe,919673745,Youngstorget 2,0181,OSLO,3.9,2.0,164.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
636,Mats og Martin,994384031,MUSTADVEIEN 1 CC-VEST,0283,OSLO,4.1,2.0,100.0,6,0.1666666666666666,6,1,1,1,2,1.0,1,4,1,0,0,1.6,1
637,Max Egertorget,999099858,KARL JOHANSGATE 18C,0159,OSLO,3.8,2.0,3467.0,11,0.4444444444444444,9,0,1,1,3,1.2222222222222223,3,2,3,1,0,3.8333333333333335,2
638,Max Grill  Stovner Senter,917777330,Stovner senter 3,0985,OSLO,2.6,2.0,41.0,2,0.5,2,1,0,0,2,1.0,1,0,1,0,0,4.0,2
640,"McDonald's Familerestaurant, Alnabru",975048845,STRØMSVEIEN 241A,0668,OSLO,3.7,1.0,1945.0,3,0.0,5,1,1,1,1,0.6,2,3,0,0,1,1.0,0
641,"McDonald's Familerestaurant, Gaustad",878651022,TORGNY SEGERSTEDTS VEI 11  ,0372,OSLO,3.8,1.0,1917.0,5,0.0,6,1,0,1,1,0.8333333333333334,1,5,0,0,1,1.0,0
642,"McDonald's Familerestaurant, Nedre Slottsgate",973090747,NEDRE SLOTTSGATE 21,0157,OSLO,3.6,1.0,2708.0,9,0.4,10,1,1,1,2,0.9,5,1,4,0,1,3.4,2
643,"McDonald's Familierestairant, Majorstuen",975048829,VALKYRIEGATEN 13,0366,OSLO,3.6,1.0,1801.0,3,0.125,8,1,0,1,2,0.375,6,1,1,0,1,2.5,1
644,"McDonald's Familierestaurant, Alna Senter",986028862,STRØMSVEIEN 245,0668,OSLO,3.5,1.0,220.0,4,0.0,5,1,1,1,1,0.8,1,4,0,0,1,1.0,0
645,"McDonald's Familierestaurant, Bryn",924853816,Østensjøveien 79,0667,OSLO,3.7,1.0,348.0,0,0.0,2,1,0,1,0,0.0,2,0,0,0,1,0.0,0
646,"McDonald's Familierestaurant, CC Vest",986599142,LILLEAKERVEIEN 16,0283,OSLO,3.8,1.0,725.0,6,0.1666666666666666,6,1,1,1,2,1.0,1,4,1,0,1,1.6,1
647,"McDonald's Familierestaurant, Furuseth",974824426,Tevlingveien 17,1081,OSLO,3.6,1.0,1730.0,3,0.1428571428571428,7,1,0,1,2,0.4285714285714285,5,1,1,0,1,2.5,1
648,"McDonald's Familierestaurant, Grorud",976715799,GRORUDVEIEN 73,0976,OSLO,3.4,1.0,1527.0,5,0.1428571428571428,7,1,0,1,2,0.7142857142857143,3,3,1,0,1,1.75,1
649,"McDonald's Familierestaurant, Linderud senter",879838002,ERICH MOGENSØNS VEI 38,0594,OSLO,3.0,1.0,255.0,8,0.3333333333333333,9,1,0,1,2,0.8888888888888888,4,2,3,0,1,2.8,1
650,"McDonald's Familierestaurant, Storgata ",974188813,STORGATA 15,0155,OSLO,3.7,1.0,3227.0,5,0.0,6,1,0,1,1,0.8333333333333334,1,5,0,0,1,1.0,0
651,"McDonald's Familierestaurant, Thorvald Meyers gate",995085933,THORVALD MEYERS GATE 35,0555,OSLO,3.5,1.0,954.0,5,0.3333333333333333,6,1,1,1,2,0.8333333333333334,3,1,2,0,1,3.0,1
652,Mcdonald’s Klingenberggaten,973117734,Klingenberggata 4,0161,OSLO,3.5,1.0,2211.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
653,Mediterranean Grill AS,919812532,Torggata 34,0183,OSLO,4.3,1.0,882.0,11,0.4444444444444444,9,1,1,1,3,1.2222222222222223,3,2,3,1,0,3.8333333333333335,2
654,Mehfel Restaurant,919225122,Kirkegata 15,0153,OSLO,4.6,2.0,391.0,8,0.5,8,1,1,1,2,1.0,4,0,4,0,1,4.0,2
655,MeiWei Spiseri,983437974,Tullins gate 6,0166,OSLO,4.0,2.0,225.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
656,Mela Kafe,917183104,MARIBOES GATE 8 ,0183,OSLO,4.5,2.0,379.0,3,0.0,4,1,1,1,1,0.75,1,3,0,0,0,1.0,0
657,Mendels,925603066,Pilestredet 75C,0354,OSLO,4.6,2.0,148.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
658,Meraki AS,921954271,Torggata 16,0181,OSLO,4.5,2.0,43.0,2,0.3333333333333333,3,1,0,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
659,Meraki Barcode AS,928431606,Dronning Eufemias gate 14,0191,OSLO,3.0,2.0,2.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
660,Mesh Youngstorget,912476561,Møllergata 6,0179,OSLO,4.7,2.0,25.0,2,0.5,2,1,0,0,2,1.0,1,0,1,0,0,4.0,2
661,Mesob restaurant,919032359,Motzfeldts gate 5,0187,OSLO,4.8,2.0,270.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
662,Mevlana Restaurant,923750231,Trondheimsveien 139,0570,OSLO,4.1,2.0,65.0,4,0.5,4,1,1,1,2,1.0,2,0,2,0,0,4.0,2
663,Michaels,922920710,Briskebyveien 31,0260,OSLO,4.2,2.0,125.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
664,Mike`s Corner,927542900,Operagata 77D,0194,OSLO,4.4,2.0,76.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
665,Mini Thai Sushi,994222058,FRIDTJOF NANSENS VEI 2,0369,OSLO,4.0,2.0,228.0,4,0.0,5,1,1,1,1,0.8,1,4,0,0,0,1.0,0
666,Mirabel Sørenga,918111409,Sørengkaia 163,0194,OSLO,3.9,2.0,1088.0,5,0.4,5,1,1,1,2,1.0,2,1,2,0,0,3.0,1
667,Mister India,999053882,DRONNINGENS GATE 19,0154,OSLO,4.5,2.0,1205.0,4,0.1428571428571428,7,1,1,1,2,0.5714285714285714,4,2,1,0,1,2.0,1
668,Molto Trattoria,925601853,Lørenfaret 1,0585,OSLO,4.1,2.0,57.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
669,Mon Oncle,995781220,Universitetsgata 9,0164,OSLO,4.8,2.0,23.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
670,Mondi AS/Tre stuer og bar,913707702,DARRES GATE 1,0175,OSLO,4.3,2.0,243.0,7,0.25,8,1,1,1,2,0.875,3,3,2,0,0,2.2,1
671,Monsun Noodlebar,914971446,HELGESENSGATE 14,0553,OSLO,4.1,2.0,800.0,13,0.5454545454545454,11,1,1,1,3,1.181818181818182,5,0,5,1,0,4.833333333333333,2
672,Mother India,924609001,Pilestredet 63,0350,OSLO,4.3,2.0,466.0,4,0.6666666666666666,3,1,1,1,2,1.3333333333333333,1,0,2,0,1,4.0,2
673,Mr. Hong ,971965029,STORTINGSGATA 8,0161,OSLO,4.0,2.0,1299.0,18,0.6153846153846154,13,1,1,1,3,1.3846153846153846,5,0,6,2,0,5.25,2
674,Ms Farmer/Mr Garden,925601853,Lørenfaret 1,0585,OSLO,5.0,2.0,1.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
675,Mucho Mas AS,974489902,THORVALD MEYERSG 36,0555,OSLO,4.2,2.0,907.0,10,0.3,10,1,1,1,2,1.0,3,4,3,0,0,2.2857142857142856,1
676,Munch Deli Bakeri Kafé,926699237,Edvard Munchs plass 1,0194,OSLO,2.7,2.0,62.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
677,Munchies Løkka,914105897,THORVALD MEYERSGATE 36,0555,OSLO,4.2,2.0,1036.0,12,0.4545454545454545,11,1,1,1,2,1.0909090909090908,4,2,5,0,0,3.142857142857143,2
678,Munchies Munch Brygge,922284458,Operagata 13,0194,OSLO,4.1,2.0,189.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
679,Munchies Pløens gate,912513246,Pløens gate 4,0181,OSLO,4.2,2.0,874.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
680,Munchies Skovveien,917539979,Skovveien 4,0257,OSLO,4.2,2.0,396.0,4,0.25,4,1,1,1,2,1.0,1,2,1,0,0,2.0,1
681,My Ugly Baby Vika AS ,927250209,Ruseløkkveien 3-5,0251,OSLO,4.4,2.0,54.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
682,Møllefossen Cafe,926362577,Lilleakerveien 2E,0283,OSLO,4.4,2.0,45.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
683,NABO Kitchen & Bar,987024860,Essendrops gate 9,0368,OSLO,4.1,2.0,357.0,14,0.4545454545454545,11,1,1,1,3,1.2727272727272727,3,3,4,1,0,3.5,2
684,NEW BEIRUT KEBAB AS,881501252,Møllergata 8,0179,OSLO,4.1,1.0,750.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
685,NISHIKI SUSHI & WOK STOVNER AS,918701354,STOVNER SENTER 3,0985,OSLO,3.7,2.0,81.0,13,0.5454545454545454,11,1,0,1,3,1.181818181818182,5,0,5,1,0,4.833333333333333,2
686,"Naan & Curry, Vippa",924723769,Akershusstranda 25,0150,OSLO,4.3,2.0,479.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,0,1.0,0
687,Nam Kang,972632635,FREDENSBORGVEIEN 24 C,0177,OSLO,4.1,2.0,336.0,11,0.5,10,0,1,1,2,1.1,4,1,5,0,0,3.5,2
688,Nasjonalmuseet kafe',928250288,Brynjulf Bulls plass 3,0250,OSLO,3.6,2.0,19.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
689,Natraj Restaurant,880836862,Bygdøy Alle 8,0262,OSLO,4.5,2.0,185.0,9,0.4,10,1,1,1,2,0.9,5,1,4,0,0,3.4,2
690,Nawab Norge ,923889191,Trygve Lies plass 1,1051,OSLO,3.6,2.0,184.0,6,0.5,4,1,1,1,3,1.5,1,1,1,1,0,4.666666666666667,2
691,Nazar Cafè bar,897504952,Kristiansandsgata 2,0463,OSLO,4.3,2.0,149.0,11,0.4,10,1,1,1,3,1.1,4,2,3,1,0,3.8333333333333335,2
692,Nedre Foss Gård,915347304,Nordre gate 2,0551,OSLO,4.4,2.0,872.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,1,2.5,1
693,Nektar Vinbar AS,823161662,Fredensborgveien 42,0177,OSLO,4.8,2.0,85.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
694,Never Forget Sushi,995690292,STRØMSVEIEN 24,0658,OSLO,4.1,2.0,73.0,6,0.25,8,1,0,1,2,0.75,4,2,2,0,0,2.5,1
695,Never Mind,972794694,VOGTS GATE 68,0477,OSLO,3.9,2.0,102.0,7,0.375,8,1,1,1,2,0.875,4,1,3,0,0,3.25,2
696,New Anarkali Satwinder Singh,982855853,Thorvald Meyers gate 76,0550,OSLO,4.4,2.0,671.0,12,0.2727272727272727,11,1,1,1,3,1.0909090909090908,3,5,2,1,1,2.75,1
697,New Dehli ,976390555,Tjuvholmen allè 2,0252,OSLO,4.3,2.0,1571.0,3,0.25,4,1,1,1,2,0.75,2,1,1,0,1,2.5,1
698,New Shalimar,998632536,KONGHELLEGATA 5,0569,OSLO,3.9,2.0,232.0,5,0.6666666666666666,3,1,1,1,3,1.6666666666666667,1,0,1,1,0,6.5,2
699,New Waabari restaurant ,987284463,Platous gate 6,0190,OSLO,4.1,1.0,280.0,4,0.4,5,1,1,1,2,0.8,3,0,2,0,0,4.0,2
700,New Winny Kebab AS,927143313, Grefsenveien 57,0487,OSLO,4.8,2.0,622.0,4,0.25,8,1,1,1,2,0.5,6,0,2,0,0,4.0,2
701,Nimbu,925264520,Rostockgata 64,0194,OSLO,4.1,2.0,221.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
702,Niwa,994384031,Lilleakerveien 16,0283,OSLO,4.4,2.0,111.0,6,0.1666666666666666,6,1,0,1,2,1.0,1,4,1,0,0,1.6,1
703,Noah´s Ark AS,972061840,THORVALD MEYERS GATE 23,0555,OSLO,4.1,2.0,526.0,4,0.0,5,1,1,1,1,0.8,1,4,0,0,0,1.0,0
704,Nodee Barcode,973026046,Dronning Eufemias gate 28,0191,OSLO,4.4,3.0,1122.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,1,2.5,1
705,Nodee Sky AS,915760155,DRONNING EUFEMIAS GATE 28,0191,OSLO,4.2,4.0,525.0,2,0.0,5,1,1,1,1,0.4,3,2,0,0,0,1.0,0
706,Nomade,917606056,Grønland 12B,0188,OSLO,4.5,2.0,75.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
707,Noodles & Soup AS,999504353,Stålfjæra 12,0975,OSLO,4.4,2.0,23.0,5,0.4,5,1,0,1,2,1.0,2,1,2,0,0,3.0,1
708,Nord Bjølsen Bakeri,997287134,BERGENSGATA 12,0468,OSLO,4.4,2.0,242.0,6,0.4,5,1,0,1,2,1.2,1,2,2,0,0,2.5,1
709,Nord Helsfyr,917705569,Strømsveien 96,0663,OSLO,4.2,2.0,115.0,2,0.0,3,1,0,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
710,Nordby Bakeri Furuset,995439638,Trygve Liesplass 1,1051,OSLO,4.3,2.0,13.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
711,Nordby Bakeri Grorud,918847561,Bergensveien 2-4,0963,OSLO,4.1,2.0,12.0,5,0.6666666666666666,3,1,0,0,3,1.6666666666666667,1,0,1,1,0,6.5,2
712,Nordvegan,918070656,KRISTIAN IV`S GATE 15,0164,OSLO,4.6,2.0,1137.0,7,0.4285714285714285,7,1,1,1,2,1.0,3,1,3,0,0,3.25,2
713,Nori Sushi Bar,921758995,Sandstuveien 52,1184,OSLO,4.3,2.0,135.0,4,0.5,2,1,1,1,2,2.0,0,0,2,0,0,4.0,2
714,Norlaks Sushi Sæter,924442530,Ekebergveien 228B,1162,OSLO,4.0,2.0,65.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
715,"Norsk Folkemuseum, Torgkaféen",874113662,MUSEUMSVEIEN 10,0287,OSLO,4.6,2.0,7600.0,6,0.3333333333333333,6,1,0,0,2,1.0,2,2,2,0,1,2.5,1
716,Null Null,929365631,Kongens Gate 5,0153,OSLO,4.1,2.0,7.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
717,Nydalen Bryggeri & Spiseri,911720426,Nydalsveien 30 A,0484,OSLO,4.0,2.0,1961.0,7,0.3333333333333333,9,1,1,1,2,0.7777777777777778,5,1,3,0,0,3.25,2
718,Nydalen Pizza og Grill,919849053,Nydalen Allè 19,0484,OSLO,4.4,2.0,206.0,3,0.25,4,0,0,1,2,0.75,2,1,1,0,0,2.5,1
719,Nydalen grill,919185503,Maridalsveien 256,0872,OSLO,3.9,1.0,371.0,1,0.0,1,0,1,1,1,1.0,0,1,0,0,0,1.0,0
720,Nye Istanbul Kebab Grønland AS,994893890,GRØNLAND 14,0188,OSLO,4.0,1.0,857.0,11,0.4545454545454545,11,1,1,1,2,1.0,5,1,5,0,0,3.5,2
721,O'Learys Møllergata,914839289,Møllergata 10,0179,OSLO,3.5,2.0,841.0,4,0.3333333333333333,6,1,1,1,2,0.6666666666666666,4,0,2,0,0,4.0,2
722,OPHELIA bar dinner club,976598997,Holbergs gate 19,0166,OSLO,3.9,2.0,220.0,2,0.0,4,1,0,1,1,0.5,2,2,0,0,0,1.0,0
723,OSTEBUTIKKEN,988492833,THORVALD MEYERSGATE 27,0554,OSLO,4.6,2.0,250.0,6,0.25,8,1,0,1,2,0.75,4,2,2,0,0,2.5,1
724,Obento box Mathallen,913646754,Vulkan 5,0178,OSLO,4.0,2.0,15.0,9,0.5714285714285714,7,1,0,0,3,1.2857142857142858,3,0,3,1,0,5.25,2
725,Oche Oslo AS,920855342,Torggata 26,0183,OSLO,4.2,2.0,889.0,3,0.25,4,1,1,1,2,0.75,2,1,1,0,0,2.5,1
726,Olivia Aker Brygge,979620934,STRANDEN 3A,0250,OSLO,4.2,2.0,3752.0,3,0.0,6,1,1,1,1,0.5,3,3,0,0,1,1.0,0
727,Olivia Eger,923364234,Karl Johans gate 23B,0159,OSLO,4.3,2.0,888.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
728,Olivia avd Hegdehaugsveien,997519388,Hegdehaugsveien 34,0352,OSLO,4.1,2.0,1831.0,2,0.0,6,1,1,1,1,0.3333333333333333,4,2,0,0,1,1.0,0
729,Olivia avd Tjuvholmen,997519442,Tjuvholmen allé 5,0252,OSLO,4.1,2.0,1522.0,2,0.0,6,1,1,1,1,0.3333333333333333,4,2,0,0,1,1.0,0
730,Olivia Østbanehallen,912776484,Jernbanetorget 1,0154,OSLO,4.0,2.0,1037.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,1,0.0,0
731,Olsen Restaurant,971974273,Østensjøveien 64,0667,OSLO,4.2,2.0,40.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
732,Om Mat Restaurant,918845097,Drammensveien 160,0276,OSLO,4.4,2.0,227.0,3,0.0,3,1,1,1,1,1.0,0,3,0,0,0,1.0,0
733,Omakasia,927816865,Munkedamsveien 29,0250,OSLO,4.0,2.0,4.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
734,Opland Burgers & Steaks,998144469,Jernbanetorget 1,0154,OSLO,3.7,2.0,490.0,10,0.3333333333333333,9,1,1,1,3,1.1111111111111112,3,3,2,1,0,3.3333333333333335,2
735,Oslo Klatresenter,915929788,Olaf Helsets vei 5,0694,OSLO,4.8,2.0,937.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,0,1.0,0
736,Oslo Raw,915246354,Ullevålsveien 89,0359,OSLO,3.7,2.0,7.0,11,0.375,8,1,0,1,3,1.375,2,2,3,1,0,3.8333333333333335,2
737,Oslo Raw Frogner,925137979,Skovveien 16,0257,OSLO,4.0,2.0,175.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
738,Oslo kebab & pizza,921187777,Tøyengata 1,0190,OSLO,3.7,1.0,604.0,13,0.7142857142857143,7,1,1,1,3,1.8571428571428568,2,0,2,3,0,7.0,2
739,Osloves Pizza AS,920543561,Lørenveien 60,0585,OSLO,4.5,1.0,106.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
740,Ostara Bar AS,822758282,Kirkegata 20,0153,OSLO,4.8,2.0,152.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
741,Osushi,885000312,"Bergensveien 8, Grorudsenter, ",0963,OSLO,4.5,2.0,136.0,4,0.25,4,0,0,1,2,1.0,1,2,1,0,0,2.0,1
742,PASCAL  AVD. HENRIK IBSENS GATE,989949322,Henrik Ibsens gate 36,0255,OSLO,4.2,3.0,922.0,4,0.0,6,1,0,1,1,0.6666666666666666,2,4,0,0,0,1.0,0
743,PIZZERIA LA PIETRA,898149382,INGEBORGSGATE 4,0658,OSLO,4.6,2.0,423.0,2,0.0,6,1,0,1,1,0.3333333333333333,4,2,0,0,0,1.0,0
744,POKALEN AKER BRYGGE,928500020,Bryggetorget 15,0250,OSLO,3.8,2.0,34.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
745,Palace Grill Restaurant,972136778,SOLLIGATA 2,0254,OSLO,4.6,3.0,251.0,8,0.3333333333333333,9,1,1,1,2,0.8888888888888888,4,2,3,0,1,2.8,1
746,Palazzo Pizzeria AS,996035328,THORVALD MEYERS GATE 48,0552,OSLO,3.7,1.0,173.0,10,0.4,10,0,0,1,2,1.0,4,2,4,0,0,3.0,1
747,Palmen Grand Hotel ,971694890,KARL JOHANS GATE 31,0159,OSLO,4.2,3.0,194.0,3,0.0,4,1,1,1,1,0.75,1,3,0,0,0,1.0,0
748,Palmyra cafe,980512207,Motzfeldts gate 7,0187,OSLO,4.2,1.0,497.0,19,0.6153846153846154,13,1,1,1,3,1.4615384615384617,4,1,6,2,0,4.777777777777778,2
749,Panda Restaurant,971975954,ØKERN TORGVEI 86,0589,OSLO,4.2,2.0,413.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
750,Pane & Vino,914135117,Trondheimsveien 37,0560,OSLO,4.2,1.0,363.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
751,Pappabuene as,994277421,RÅDHUSBRYGGE 1,0160,OSLO,3.9,2.0,490.0,5,0.2,5,1,0,1,2,1.0,1,3,1,0,0,1.75,1
752,Paprika Pizza og Kebab,911989565,BROBEKKVEIEN 31B,0598,OSLO,3.7,1.0,256.0,8,0.375,8,0,0,1,2,1.0,3,2,3,0,0,2.8,1
753,Paradis Gelateria AS,912613305,Tjuvholmen alle 6 ,0252,OSLO,4.6,2.0,823.0,9,0.4444444444444444,9,1,0,1,2,1.0,4,1,4,0,0,3.4,2
754,Paradis pizza,982466709,ULLERN ALLE 4,0381,OSLO,3.6,1.0,154.0,14,0.5,10,1,1,1,3,1.4,2,3,4,1,0,3.5,2
755,Park 29,921779690,Parkveien 29,0350,OSLO,4.3,2.0,233.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
756,Parken Bakeri,999067115,GAUSTADALLÉEN 21,0349,OSLO,3.8,2.0,4.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
757,Parkteatret Mat,926437968,Olaf Ryes plass 11,0552,OSLO,4.1,2.0,203.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
758,Parthenon Pizza & Grillbar,998386241,OSTERHAUS' GATE 14A,0183,OSLO,3.8,2.0,340.0,18,0.5,14,1,1,1,3,1.2857142857142858,6,0,6,2,0,5.25,2
759,Pascal Greek & Grill,927348608,Kjelsåsveien 18,0488,OSLO,4.8,2.0,163.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
760,Pascal Restaurant avd. Tollbugata,976853334,Tollbugata 11,0152,OSLO,4.3,2.0,827.0,10,0.3333333333333333,9,1,0,1,2,1.1111111111111112,2,4,3,0,0,2.2857142857142856,1
761,Pastaria By Il Bolognes,821711282,Munkedamsveien 29,0251,OSLO,3.9,2.0,75.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
762,Pastis Bistrobar,984245777,STRANDEN 3,0250,OSLO,4.3,2.0,255.0,3,0.1428571428571428,7,1,1,1,2,0.4285714285714285,5,1,1,0,0,2.5,1
763,Peloton,914918960,TORGGATA 35,0183,OSLO,4.3,2.0,832.0,17,0.3846153846153846,13,1,1,1,3,1.3076923076923077,5,2,3,3,0,5.125,2
764,Peloton Skøyen,927136171,Drammensveien 130,0277,OSLO,4.2,2.0,31.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
765,People & Coffee,998687640,Rådhusgata 21,0158,OSLO,4.0,2.0,680.0,5,0.6666666666666666,3,1,1,1,3,1.6666666666666667,1,0,1,1,0,6.5,2
766,Peoples Oslo AS,997326792,ARBEIDERSAMFUNNETS PLASS 1,0181,OSLO,4.0,2.0,680.0,6,0.125,8,1,1,1,2,0.75,3,4,1,0,0,1.6,1
767,Peppern Indisk Gatekjøkken,922046190,Torggata 16,0181,OSLO,3.5,2.0,2.0,0,0.0,2,0,1,1,0,0.0,2,0,0,0,0,0.0,0
768,Peppes Pizza ,973116193,KARL JOHANS GATE 1,0154,OSLO,3.8,2.0,2079.0,10,0.3,10,1,1,1,2,1.0,3,4,3,0,0,2.2857142857142856,1
769,Peppes Pizza Grorud,928019446,Bergensveien 2,0963,OSLO,2.7,2.0,20.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
770,Peppes Pizza avd 36 Skøyen,975958949,KARENSLYST ALLÉ 18,0278,OSLO,3.9,2.0,488.0,8,0.3333333333333333,9,1,1,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
771,Peppes Pizza avd. 12 Solli,973115987,HENRIK IBSENSGT. 100  ,0255,OSLO,3.5,2.0,254.0,9,0.4,10,1,1,1,2,0.9,5,1,4,0,0,3.4,2
772,Peppes Pizza avd. 21 Nydalen,985744211,NYDALSVEIEN 36,0483,OSLO,4.0,2.0,712.0,11,0.3636363636363636,11,1,1,1,3,1.0,5,2,3,1,0,3.8333333333333335,2
773,Peppes Pizza avd. 24 Stortingsgaten,973116061,STORTINGSGATA 4,0158,OSLO,3.9,2.0,1590.0,12,0.4166666666666667,12,1,1,1,2,1.0,5,2,5,0,0,3.142857142857143,2
774,Peppes Pizza avd. 35 Oslo S,983082246,Jernbanetorget 1,0154,OSLO,3.4,2.0,331.0,6,0.2222222222222222,9,1,1,1,2,0.6666666666666666,5,2,2,0,0,2.5,1
775,Peppes Pizza avd. 38 Løren,989553518,LØRENVEIEN 42,0585,OSLO,3.7,2.0,498.0,7,0.375,8,1,1,1,2,0.875,4,1,3,0,0,3.25,2
776,Persia Classic Restaurant,911792958,KEYSERS GATE 7B,0165,OSLO,4.3,2.0,765.0,20,0.4705882352941176,17,1,1,1,3,1.1764705882352942,7,2,6,2,0,4.4,2
777,Piece of Cake AS,928646548,Mikrobølgen 29,1150,OSLO,4.3,2.0,63.0,4,0.6666666666666666,3,1,0,1,2,1.3333333333333333,1,0,2,0,0,4.0,2
778,Pillefyken,924026030,Monrads gate 1A,0577,OSLO,4.7,2.0,37.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
779,Pincho Nation,818049692,Kristian IV gate 6,0164,OSLO,4.1,2.0,370.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
780,Pincho Nation - Jernbanetorget,818049692,Fred Olsens gate 11,0152,OSLO,4.1,2.0,1259.0,5,0.3333333333333333,6,1,1,1,2,0.8333333333333334,3,1,2,0,0,3.0,1
781,Pink Fish Munch Brygge,921171730,Operagata 35,0176,OSLO,4.1,2.0,95.0,3,0.3333333333333333,3,1,0,1,2,1.0,1,1,1,0,0,2.5,1
782,Piren,926034588,Rådhusbrygge 2,0160,OSLO,4.5,2.0,46.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
783,Pit stop restaurant Harald Huysman Karting AS,976372387,Smalvollveien 34,0667,OSLO,4.4,2.0,1141.0,7,0.375,8,1,0,0,2,0.875,4,1,3,0,1,3.25,2
784,Pitstop Kafe,925889636,Frysjaveien 44a ,0884,OSLO,4.2,2.0,30.0,2,0.0,1,1,0,1,2,2.0,0,0,1,0,0,4.0,2
785,Pizza Crudo,913207297,KARL JOHANSGATE 39,0162,OSLO,4.2,2.0,202.0,10,0.3,10,1,1,1,2,1.0,3,4,3,0,0,2.2857142857142856,1
786,Pizza da Mimmo,972312320,Behrens' gate 2,0257,OSLO,4.5,2.0,349.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,1,1.0,0
787,Pizzavino,917600627,Maridalsveien 17A,0175,OSLO,4.5,2.0,68.0,4,0.25,4,1,0,1,2,1.0,1,2,1,0,0,2.0,1
